Product Name,Image 1 Link,Image 2 Link,Product Description,Original Price,After Sale,Product Details
Starbucks House Blend by Nescafe Dolce Gusto 12 Capsules,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/20.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/200.png,"Starbucks House Blend Nescafé Capsules offer the classic and balanced flavor of Starbucks' original House Blend in a convenient capsule format. Designed to work with Nescafé Dolce Gusto machines, these capsules allow you to enjoy a smooth and well-rounded cup of coffee with ease.
",34.5,31.65,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: House Blend
Roast Level: Medium
Taste: Well-rounded with rich notes of toffee and nuts, balanced by a touch of sweetness.
Aroma: Rich and inviting, perfect for a smooth and satisfying coffee experience.

Brewing:
Compatibility: Suitable for use with Nescafé Dolce Gusto machines.
Cup Size: Ideal for preparing a classic espresso or a slightly larger cup with the convenience of capsules.
Ease of Use: Simply insert the capsule into the machine, press the button, and enjoy a barista-quality coffee at home.

Packaging:
Net Weight: Each package contains 12 capsules.
Total Weight: Approximately 84 grams (12 capsules).

Storage Instructions:
Store in a cool, dry place.
Keep the capsules sealed in their original packaging to maintain freshness."
Starbucks Dark esspresso Roast (36 capsules) 202g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/201.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/202.png,"Starbucks Dark Espresso Roast Capsules deliver the intense and robust flavor of a dark roast espresso. These capsules are compatible with Nespresso machines, making it easy to enjoy a strong, full-bodied cup of espresso with rich, caramel notes right at home.
",84.45,,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: Dark Espresso Roast
Roast Level: Dark
Taste: Bold and rich, with intense flavors featuring notes of caramelized sugar and hints of chocolate.
Aroma: Deep, roasted aroma that enhances the strong flavor profile.

Brewing:
Compatibility: Suitable for use with Nespresso Original Line machines.
Cup Size: Ideal for preparing a classic espresso shot, offering a powerful coffee experience.
Ease of Use: Insert the capsule into the machine, press the button, and enjoy a premium-quality espresso.

Packaging:
Net Weight: Each box contains 10 capsules.
Total Weight: Approximately 53 grams (10 capsules).

Storage Instructions:
Store in a cool, dry place.
Keep capsules sealed in their original packaging to maintain optimal freshness and aroma."
Starbucks Caffe Verona Dark Roast Ground Coffee 200g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/203.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/204.png,"Starbucks Caffè Verona Ground Coffee is a dark roast blend that embodies a rich and complex flavor profile. It combines a robust taste with a hint of sweetness, making it perfect for coffee lovers who appreciate a bold yet smooth cup.
",52.95,,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: Ground Coffee
Roast Level: Dark
Taste: Rich and bold with a sweet and chocolaty finish.
Aroma: Inviting and full-bodied, with hints of cocoa and dark chocolate.

Brewing:
Brewing Methods: Suitable for drip coffee makers, pour-over, French press, or espresso machines.
Serving Suggestion: Best enjoyed black or with a splash of milk or cream for a creamier texture.

Packaging:
Net Weight: 340 grams (12 oz).
Total Weight: 340 grams.

Storage Instructions:
Store in a cool, dry place.
Keep the coffee sealed in an airtight container to maintain freshness."
"STARBUCKS Pumpkin Spice Latte by NESCAFÉ Dolce Gusto, Dark Roast, Coffee (12 Capsules)",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/21.png,,"STARBUCKS Pumpkin NESCAFÉ Coffee Capsules offer a seasonal blend that captures the essence of fall with its delightful pumpkin flavor. This coffee combines the smoothness of Starbucks coffee with the warm spices and sweet notes of pumpkin, perfect for cozy autumn moments.
",89.0,,"Ingredients:
100% Arabica Coffee
Natural and artificial flavorings

Flavor Profile:
Type: Coffee Capsules (compatible with NESCAFÉ machines)
Taste: A harmonious blend of rich coffee with pumpkin and spices, providing a comforting and indulgent flavor.
Aroma: Sweet and aromatic, reminiscent of pumpkin pie and fall spices.

Brewing:
Brewing Method: Compatible with NESCAFÉ coffee machines.
Serving Suggestion: Best enjoyed as a warm cup of coffee, with or without cream and sugar.

Packaging:
Count: 10 capsules per box.
Net Weight: 60 grams (6 grams per capsule).

Storage Instructions:
Store in a cool, dry place.
Keep capsules sealed until ready to use to maintain freshness."
Starbucks Veranda Blend Blonde Roast Ground Coffee 200g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/22.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/23.png,"Starbucks Veranda Blonde Ground Coffee is a light roast coffee that offers a smooth, mellow flavor profile. This blend is perfect for those who appreciate a more delicate coffee experience while still enjoying the signature Starbucks taste.
",48.25,,"Ingredients:
100% Arabica Coffee

Flavor Profile:
Type: Ground Coffee
Taste: Light-bodied with a soft, mellow flavor and subtle hints of cocoa and toasted nuts. It is bright and well-balanced, making it suitable for any time of day.
Aroma: Lightly aromatic with hints of sweetness.

Brewing:
Brewing Method: Suitable for various brewing methods, including drip coffee makers, French press, and pour-over.
Serving Suggestion: Enjoy black or with a splash of milk or cream for added richness.

Packaging:
Net Weight: 250 grams (8.8 ounces) per bag.

Storage Instructions:
Store in a cool, dry place.
Seal tightly to maintain freshness after opening."
"Starbucks Toffee Nut Latte By Nescafe Dolce Gusto Coffee Capsules, Box Of 6+6, 12 Servings",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/24.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/25.png,"Starbucks Toffee NESCAFÉ Coffee Capsules offer a rich and indulgent coffee experience with a delightful toffee flavor. These capsules are designed for Nespresso machines, providing a convenient way to enjoy a café-style beverage at home.
",89.0,79.0,"Ingredients:
100% Arabica Coffee
Flavored with toffee essence

Flavor Profile:
Type: Coffee Capsules
Taste: A balanced blend of smooth coffee with the sweetness of toffee, creating a comforting and delightful flavor experience.
Aroma: Rich and inviting, with notes of toffee that enhance the overall coffee experience.

Brewing:
Brewing Method: Compatible with Nespresso machines.
Serving Size: Each capsule brews one serving of coffee.

Packaging:
Quantity: Typically comes in a box containing multiple capsules (specific quantity may vary).

Storage Instructions:
Store in a cool, dry place.
Keep capsules sealed until ready to use to maintain freshness."
Starbucks Madagascar Vanilla Macchiato By Nescafé Dolce GUSto Box of 6X2 Capsules,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/26.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/27.png,"Starbucks Madagascar Vanilla Macchiato Capsules provide a luxurious coffee experience, combining rich espresso with the sweet and creamy flavor of Madagascar vanilla. These capsules are compatible with Nespresso machines, allowing you to easily prepare this indulgent drink at home.
",195.0,175.0,"Ingredients:
100% Arabica Coffee
Flavored with Madagascar vanilla essence

Flavor Profile:
Type: Coffee Capsules
Taste: A harmonious blend of smooth espresso and sweet vanilla, creating a creamy and satisfying macchiato.
Aroma: Inviting aroma of freshly brewed coffee complemented by the warm notes of vanilla.

Brewing:
Brewing Method: Designed for Nespresso machines.
Serving Size: Each capsule brews one serving of coffee.

Packaging:
Quantity: Typically available in a box containing multiple capsules (specific quantity may vary).

Storage Instructions:
Store in a cool, dry place.
Keep capsules sealed until ready to use to preserve freshness."
STARBUCKS Starbucks Nescafé Dolce Gusto Caramel Macchiato 12 Capsule Coffee,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/28.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/29.png,"Starbucks Nescafé Caramel Macchiato offers a delightful blend of rich espresso and creamy caramel flavors. This convenient instant coffee mix allows you to enjoy the beloved macchiato taste in the comfort of your own home, simply by adding hot water or milk.
",85.0,,"Ingredients:
Coffee
Sugar
Creamer (Vegetable Oil, Sugar, Sodium Caseinate)
Caramel Flavoring
Natural and Artificial Flavors

Flavor Profile:
Type: Instant Coffee Mix
Taste: A sweet and creamy blend of espresso with a smooth caramel finish.
Aroma: A rich and inviting coffee aroma with notes of caramel.

Preparation:
Brewing Method: Just add hot water or milk to the mix, stir, and enjoy.
Serving Size: Each packet typically brews one serving of Caramel Macchiato.

Packaging:
Quantity: Available in boxes with multiple packets (specific quantity may vary).

Storage Instructions:
Store in a cool, dry place.
Keep packets sealed until ready to use for maximum freshness."
"Starbucks Toffee Nut Latte Limited Edition by NESCAFE DOLCE GUSTO Medium Roast Coffee Capsules, 127.8g Box of 6+6, Red",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/3.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/30.png,"Starbucks Toffee Limited NESCAFÉ Capsules bring a delightful blend of rich coffee with the sweet and buttery flavor of toffee. These capsules are compatible with Nespresso machines, offering an easy way to brew your favorite Starbucks-style coffee at home.
",95.0,85.0,"Ingredients:
Coffee
Natural Flavors

Flavor Profile:
Type: Coffee Capsules
Taste: A smooth espresso enhanced with a sweet toffee flavor, perfect for those who enjoy a touch of sweetness in their coffee.
Aroma: Rich coffee aroma with hints of buttery toffee.

Preparation:
Brewing Method: Compatible with Nespresso machines. Simply insert the capsule and brew according to your machine's instructions.
Serving Size: Each capsule brews one serving.

Packaging:
Quantity: Available in boxes containing a specific number of capsules (usually around 10 or more).

Storage Instructions:
Store capsules in a cool, dry place.
Keep the packaging sealed until ready to use for optimal freshness."
Starbucks Pink Reusable COLOR CHANGING Cold Cup (Pink),https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/31.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/32.png,"The Starbucks Pink Reusable Color Changing Cup is an eco-friendly option for enjoying your favorite beverages while reducing single-use plastic waste. This cup features a fun and trendy design that changes color when filled with cold liquids, making it not only functional but also a stylish accessory for your drink.
",191.0,,"Features:
Color Changing: The cup changes color when cold beverages are added, creating a visually appealing effect.
Material: Made from durable, BPA-free plastic that is safe for daily use.
Reusable: Designed to be washed and reused, contributing to sustainability efforts.
Capacity: Typically holds 16 fluid ounces (approximately 473 mL).
Includes a Straw: Comes with a matching reusable straw for convenience.

Care Instructions:
Cleaning: Hand wash recommended; not microwave or dishwasher safe to maintain color-changing feature.
Storage: Store in a cool, dry place when not in use.

Usage:
Perfect for iced coffee, smoothies, or any cold beverage, this cup is ideal for taking your drinks on the go or enjoying them at home.

Eco-Friendly Initiative:
Using reusable cups like this one helps reduce the environmental impact associated with disposable cups, aligning with Starbucks' commitment to sustainability.
"
DAVIDOFF Fine Aroma Instant Coffee - 7/12 Intensity - 100 g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/33.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/34.png,"DAVIDOFF Fine Aroma Instant Coffee is a premium instant coffee blend crafted from the finest Arabica beans. This coffee is renowned for its smooth, aromatic flavor and exceptional quality, making it a favorite among coffee enthusiasts.
",49.0,39.99,"Features:
Blend: Made from carefully selected 100% Arabica beans, known for their delicate taste and rich aroma.
Flavor Profile: Offers a mild and well-balanced flavor with subtle fruity notes, perfect for those who enjoy a smooth coffee experience.
Instant Convenience: Quick and easy to prepare; simply mix with hot water for a delicious cup of coffee in seconds.

Packaging: Comes in a glass jar that preserves freshness and flavor.
Preparation Instructions:
Add 1-2 teaspoons of DAVIDOFF Fine Aroma Instant Coffee to a cup.
Pour hot water (about 180 ml) over the coffee.
Stir well and enjoy. Optionally, add milk or sugar to taste.

Serving Suggestions:
Enjoy this coffee black, or enhance it with milk, cream, or flavored syrups for a personalized touch. Ideal for any time of day, whether at home or on the go.

Storage:
Keep the jar tightly closed in a cool, dry place to maintain its freshness.
"
DAVIDOFF Rich Aroma Instant Coffee - 10/12 Intensity - 100 g,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/35.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/36.png,"DAVIDOFF Rich Aroma Instant Coffee is a bold instant coffee made from a selection of high-quality Arabica and Robusta beans. This coffee is characterized by its rich, full-bodied flavor and intense aroma, making it ideal for those who prefer a stronger coffee experience.
",49.0,36.95,"Features:
Blend: A harmonious combination of Arabica and Robusta beans, providing depth and complexity.
Flavor Profile: Delivers a rich and intense taste with a strong aroma, featuring hints of chocolate and spice.
Instant Convenience: Quick and easy to prepare; simply mix with hot water for a robust cup of coffee in moments.

Packaging: Comes in a glass jar to maintain freshness and flavor.

Preparation Instructions:
Add 1-2 teaspoons of DAVIDOFF Rich Aroma Instant Coffee to a cup.
Pour hot water (about 180 ml) over the coffee.
Stir well and enjoy. Add milk or sugar as desired for a smoother taste.

Serving Suggestions:
Best enjoyed black to appreciate its rich flavor, but it can also be complemented with milk, cream, or flavored syrups.

Storage:
Keep the jar tightly closed in a cool, dry place to preserve its freshness and aroma.
"
Davidoff Instant Coffee Espresso 57 Intense 100G,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/37.jpg,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/37.png,"Davidoff Instant Coffee Espresso Intense is a premium instant coffee designed for those who appreciate the rich, robust flavor of espresso. This coffee blend is crafted from select Arabica and Robusta beans, ensuring a deep and satisfying taste experience.
",54.0,36.95,"Features:
Blend: A combination of high-quality Arabica and Robusta beans, offering a balanced flavor profile.
Flavor Profile: Rich, intense espresso flavor with a smooth finish, ideal for espresso lovers.
Instant Convenience: Easily prepare a delicious cup of espresso in seconds—just add hot water.

Packaging: Comes in a convenient jar to maintain freshness and quality.

Preparation Instructions:
Add 1-2 teaspoons of Davidoff Espresso Intense Instant Coffee to your cup.
Pour hot water (approximately 180 ml) over the coffee.
Stir well and enjoy. You can customize your espresso with sugar, milk, or cream according to your preference.

Serving Suggestions:
Perfect for enjoying as a traditional espresso, but also great for making coffee-based drinks like lattes or cappuccinos.

Storage:
Store in a cool, dry place with the jar tightly closed to keep the coffee fresh and flavorful.
"
"Davidoff Origins Brazil Flavour Instant Coffee, 3.53 oz ? 100 g, Granule, Glass Bottle",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/38.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/39.png,"Davidoff Origins Flavour Instant Granule Coffee is a premium instant coffee designed to deliver a rich and flavorful coffee experience. It combines high-quality coffee granules with distinctive flavors sourced from various coffee-growing regions.
",89.0,,"Features:
Flavors Available: Available in different flavor profiles, each highlighting the unique characteristics of its origin.
Instant Granules: Crafted using high-quality coffee beans, these granules dissolve easily in hot water for quick preparation.
Rich Aroma: Offers a delightful aroma and taste, perfect for coffee enthusiasts looking to explore different flavors.

Preparation Instructions:
Add 1-2 teaspoons of Davidoff Origins Flavour Instant Granule Coffee to your cup.
Pour hot water (about 180 ml) over the coffee granules.
Stir well until the granules are fully dissolved and enjoy. Customize with sugar, milk, or cream if desired.

Serving Suggestions:
Enjoy it black to savor the distinct flavor, or add your favorite ingredients for a personalized coffee experience.

Storage:
Keep in a cool, dry place with the lid tightly closed to maintain freshness and flavor.
"
"Davidoff Cafe Fine Aroma Grande Cuvee Instant Coffee Jar, 100G - Pack Of 1",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/4.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/40.png,"Davidoff Aroma Grande Instant Coffee is a premium instant coffee that promises a rich, aromatic experience. It is crafted from high-quality coffee beans, carefully selected to deliver an exceptional taste and fragrance.
",49.0,,"Features:
Flavor Profile: A smooth, full-bodied coffee with a rich aroma, perfect for those who enjoy a robust coffee experience.
Instant Convenience: Designed for easy preparation; just add hot water to enjoy a delicious cup of coffee in seconds.
High-Quality Ingredients: Made from premium coffee beans to ensure a delightful flavor and aroma in every cup.

Preparation Instructions:
Add 1-2 teaspoons of Davidoff Aroma Grande Instant Coffee to your cup.
Pour hot water (approximately 180 ml) over the coffee granules.
Stir well until fully dissolved, and enjoy your coffee. Customize with sugar, milk, or cream according to your preference.

Serving Suggestions:
Best enjoyed black to appreciate the depth of flavor, or with your favorite additives to enhance the taste.

Storage:
Store in a cool, dry place, tightly sealed, to maintain freshness and flavor for an extended period.
"
"Coffee-mate Light Non Dairy Coffee Creamer, 450g",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/41.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/42.png,"Coffee-mate Light Dairy Coffee Creamer is a delicious, low-calorie option for coffee lovers looking to enhance their favorite beverage without the guilt. This creamer is designed to blend seamlessly with coffee, providing a creamy texture and rich flavor.
",28.95,,"Features:
Light and Creamy: Offers a creamy texture with fewer calories, making it perfect for those watching their caloric intake.
Versatile Use: Can be used in various hot and cold beverages, including coffee, tea, and smoothies.
Easy to Use: Comes in a convenient liquid form, ready to pour into your cup for instant flavor enhancement.
No Refrigeration Needed: Shelf-stable packaging allows for easy storage and use at home or on the go.
Nutritional Information (per serving):
Calories: Low-calorie option (specific calorie count may vary by serving size).
Fat: Contains reduced fat compared to regular creamers.
Sugar: Offers a hint of sweetness without overwhelming your coffee.

Usage Instructions:
Pour desired amount into your cup of coffee.
Stir well to mix.
Adjust to taste; add more or less as preferred.

Storage:
Store in a cool, dry place. Once opened, refrigerate and consume within a specified period (refer to packaging for details).
"
"Nestlé Coffeemate Original Enhances A Cup of Coffee By Delivering A Uniquely Rich, Creamy And Smooth Taste And Texture. Convenient Size",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/43.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/44.png,"Nestlé Coffee-mate Original is a classic coffee creamer that adds a rich, creamy texture and delicious flavor to your favorite beverages. Perfect for enhancing the taste of coffee, this creamer is a convenient choice for those who enjoy a creamier cup.
",44.17,,"Features:
Original Flavor: Delivers a smooth, rich taste that complements coffee without overpowering it.
Easy to Use: Comes in a convenient liquid form that pours easily into your coffee.
Versatile: Can be used in various beverages, including tea and hot chocolate, making it a versatile addition to your kitchen.
Shelf-Stable: No refrigeration required until opened, making it easy to store and use at home or in the office.
Nutritional Information (per serving):
Calories: Low-calorie option (specific calorie count may vary by serving size).
Fat: Contains reduced fat compared to regular creamers.
Sugar: Provides a hint of sweetness to enhance the flavor of your drinks.

Usage Instructions:
Pour the desired amount into your cup of coffee or beverage.
Stir well to blend.
Adjust to taste; you can add more or less based on your preference.

Storage:
Store in a cool, dry place. Once opened, refrigerate and consume within a specified period (refer to packaging for details).
"
"Nestlé Coffee mate Sugar Free Powder Creamer, Hazelnut, 10.2 Ounce",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/45.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/46.png,"Nestlé Coffee Powder Creamer in Hazelnut is a delightful coffee creamer that adds a sweet and nutty flavor to your favorite beverages. This powdered creamer is perfect for those who enjoy the rich taste of hazelnuts, making every cup of coffee a special treat.
",114.0,,"Features:
Hazelnut Flavor: Infuses your coffee with a sweet and nutty hazelnut taste, enhancing the overall flavor profile of your drinks.
Convenient Powder Form: Easy to use and store; simply scoop and mix into your coffee or beverage.
Versatile Use: Ideal for coffee, tea, hot chocolate, and other beverages, adding creaminess and flavor to a variety of drinks.
Long Shelf Life: Powdered form allows for extended storage without refrigeration, making it a great addition to your pantry.
Nutritional Information (per serving):
Calories: Typically low-calorie, offering a sweet taste without the guilt.
Fat: Contains lower fat content compared to traditional creamers.
Sugar: Provides a touch of sweetness that complements the hazelnut flavor.

Usage Instructions:
Scoop the desired amount of hazelnut creamer powder into your beverage.
Stir well to dissolve the powder completely.
Adjust to taste; feel free to add more or less based on your flavor preference.

Storage:
Store in a cool, dry place away from moisture. No refrigeration is required until opened; refer to the packaging for any specific usage guidelines.
"
Silverskin Coffee Roasters Specialty Coffee from Ethiopia - Hambela 250g - Whole Beans,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/47.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/48.png,"Silverskin Coffee Roasters Specialty Ethiopian Coffee is sourced from the renowned coffee-growing regions of Ethiopia, known for its unique and complex flavor profiles. This specialty coffee is perfect for those who appreciate high-quality beans and the rich heritage of Ethiopian coffee cultivation.
",50.0,,"Features:
Single Origin: Sourced exclusively from Ethiopia, showcasing the distinct characteristics of the region's coffee beans.
Flavor Profile: Typically features bright acidity, floral notes, and fruity undertones, offering a well-rounded and vibrant cup.
Freshly Roasted: Roasted in small batches to ensure optimal flavor and freshness, delivering a superior coffee experience.
Versatile Brewing: Suitable for various brewing methods, including pour-over, French press, and espresso, allowing you to customize your coffee experience.
Nutritional Information (per serving):
Calories: Low-calorie beverage, perfect for those watching their intake.
Fat: Generally contains negligible fat, especially when enjoyed black.
Sugar: Naturally low in sugar; adds minimal sweetness depending on preparation.

Brewing Instructions:
Measure: Use approximately 2 tablespoons of coffee per 6 ounces of water.
Brew: Choose your preferred method (drip, French press, pour-over) and brew to taste.
Enjoy: Savor the complex flavors and aromas that highlight the unique characteristics of Ethiopian coffee.

Storage:
Store in an airtight container in a cool, dry place to maintain freshness. It's best enjoyed within a few weeks of opening for optimal flavor.
"
"Silverskin Coffee Roasters Specialty Coffee, El Salvador ElCarmen Whole Bean for Espresso & Filter 250g",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/49.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/5.png,"Silverskin Coffee Roasters Specialty Salvador Coffee is a premium coffee sourced from El Salvador, known for its rich flavor and aromatic qualities. This specialty coffee is ideal for enthusiasts seeking a unique taste experience that reflects the traditional coffee-growing practices of the region.
",48.0,,"Features:
Single Origin: Exclusively sourced from El Salvador, capturing the essence of its distinctive coffee-growing environment.
Flavor Profile: Often characterized by notes of chocolate, caramel, and nuts, complemented by a smooth finish and medium acidity.
Freshly Roasted: Roasted in small batches to ensure maximum freshness and flavor, delivering a delightful cup every time.
Versatile Brewing: Perfect for various brewing methods, including pour-over, French press, and espresso, allowing for customization based on preference.
Nutritional Information (per serving):
Calories: Low-calorie beverage, especially when consumed black.
Fat: Contains negligible fat, making it a light option.
Sugar: Naturally low in sugar, with the possibility of sweetness depending on preparation.

Brewing Instructions:
Measure: Use about 2 tablespoons of coffee for every 6 ounces of water.
Brew: Prepare using your preferred method (drip, French press, pour-over) to achieve desired strength.
Enjoy: Relish the smooth, rich flavors and aromas that highlight Salvadoran coffee.

Storage:
Store in an airtight container in a cool, dry place to maintain freshness. For the best flavor, consume within a few weeks of opening.
"
"Silverskin Coffee Roasters, Medium Roast Whole Bean Coffee Beans, Uganda Drugar 250g for Espresso",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/50.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/51.png,"Silverskin Coffee Roasters Medium Espresso is crafted to deliver a well-balanced, rich flavor profile that is perfect for espresso enthusiasts and coffee lovers alike. This blend combines high-quality beans roasted to perfection, ensuring a delightful espresso experience.
",44.0,,"Features:
Medium Roast: Offers a balanced flavor with both brightness and depth, making it versatile for various coffee beverages.
Flavor Profile: Typically exhibits notes of chocolate, caramel, and subtle fruity undertones, with a creamy texture and smooth finish.
Freshly Roasted: Each batch is roasted in small quantities to ensure optimal freshness and flavor retention, providing the best taste experience.
Barista-Grade: Specifically designed for espresso preparation, but also suitable for other brewing methods, such as drip or French press.
Nutritional Information (per serving):
Calories: Low-calorie option, especially when enjoyed without additives.
Fat: Contains minimal fat, making it a light beverage choice.
Sugar: Naturally low in sugar, allowing for customized sweetness based on personal preference.

Brewing Instructions:
Measure: Use approximately 18-20 grams of coffee for a double shot of espresso (about 2 ounces).
Brew: Prepare using an espresso machine or any preferred method, adjusting grind size and extraction time to achieve desired flavor.
Enjoy: Savor the rich, complex flavors and aroma that this medium espresso delivers, whether enjoyed straight or in a latte or cappuccino.

Storage:
Store in an airtight container in a cool, dry place to maintain flavor and freshness. It’s recommended to consume within a few weeks of opening for the best taste.
"
"Silverskin Coffee Roasters Specialty Coffee, Indonesia - Gayo 250g - Whole Beans - For Filter & Espresso",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/52.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/53.png,"Silverskin Coffee Roasters Specialty Indonesia offers a unique and rich coffee experience, showcasing the distinctive flavor profile of Indonesian coffee beans. Renowned for their full body and earthy notes, this specialty coffee is perfect for those who appreciate bold flavors.
",54.0,,"Features:
Origin: Sourced from the lush coffee-growing regions of Indonesia, known for producing high-quality, robust coffee beans.
Flavor Profile: Typically exhibits earthy undertones, with hints of dark chocolate, spices, and a velvety mouthfeel, making it a favorite among coffee enthusiasts.
Specialty Grade: This coffee is graded as specialty, ensuring that it meets high-quality standards in taste, aroma, and overall experience.
Freshly Roasted: Each batch is roasted in small quantities, preserving the beans' unique flavors and aromas.

Nutritional Information (per serving):
Calories: Low-calorie beverage, especially when consumed black.
Fat: Contains negligible fat, making it a light choice.
Sugar: Naturally low in sugar, providing a rich flavor without added sweetness.

Brewing Instructions:
Measure: Use approximately 18-20 grams of coffee for a standard brew (about 10-12 ounces).
Brew: Recommended methods include drip, pour-over, or French press to highlight its rich flavor profile.
Enjoy: Savor the complex flavors, and consider pairing with pastries or dark chocolate for an enhanced experience.

Storage:
Store in an airtight container in a cool, dry place to maintain freshness and flavor. For optimal taste, consume within a few weeks of opening.
"
"Al Ameed Cofee Al-Ameed Turkish Medium with Cardamom , 250g",https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/54.png,https://storage.googleapis.com/vivi_app/postgreSQL/dbo-coffee/raw_schema_marketplace/product_images/55.png,"Al Ameed Coffee - Cardamom combines the rich flavors of traditional Arabic coffee with aromatic cardamom, creating a distinctive and flavorful experience. This blend is perfect for those who appreciate the warm, spicy notes of cardamom in their coffee.
",27.5,,"Features:
Flavor Profile: A unique blend of coffee and cardamom, offering a fragrant and slightly spicy taste that complements the rich coffee notes.
Authentic Recipe: Inspired by traditional Arabic coffee-making practices, this blend captures the essence of Middle Eastern coffee culture.
Versatile Use: Suitable for both hot and cold preparations, making it a versatile choice for any occasion.
Quality Ingredients: Made with high-quality coffee beans, ensuring a smooth and enjoyable drinking experience.

Nutritional Information (per serving):
Calories: Low-calorie beverage, especially when consumed without added sugar or cream.
Fat: Contains negligible fat.
Sugar: Naturally low in sugar, providing a rich flavor without excess sweetness.

Brewing Instructions:
Measure: Use 2-3 teaspoons of coffee per cup (about 6-8 ounces) depending on your taste preference.
Brew: Ideal methods include traditional Arabic coffee pots or a French press to extract the full flavor.
Serve: Traditionally served in small cups; enjoy plain or with dates for an authentic experience.

Storage:
Keep in an airtight container in a cool, dry place to maintain freshness. For best results, consume within a few weeks of opening.
"
